loggingTime(txt),loggingSample(N),identifierForVendor(txt),accelerometerTimestamp_sinceReboot(s),accelerometerAccelerationX(G),accelerometerAccelerationY(G),accelerometerAccelerationZ(G),label(N)
2020-04-13 12:52:22.863 -1000,1,AA7096C8-1371-4F44-9B1F-FADFAA8EE5E5,34907.51406125,-0.0117645263671875,-0.2492828369140625,-0.9853515625,0
2020-04-13 12:52:22.918 -1000,2,AA7096C8-1371-4F44-9B1F-FADFAA8EE5E5,34907.57375091667,0.04559326171875,-0.2361297607421875,-1.029083251953125,0
2020-04-13 12:52:22.978 -1000,3,AA7096C8-1371-4F44-9B1F-FADFAA8EE5E5,34907.63344091667,0.0413970947265625,-0.258270263671875,-0.9930419921875,0
2020-04-13 12:52:23.038 -1000,4,AA7096C8-1371-4F44-9B1F-FADFAA8EE5E5,34907.69312991667,0.0659332275390625,-0.26715087890625,-0.93463134765625,0
2020-04-13 12:52:23.097 -1000,5,AA7096C8-1371-4F44-9B1F-FADFAA8EE5E5,34907.75281991667,0.070220947265625,-0.262054443359375,-0.931915283203125,0
2020-04-13 12:52:23.157 -1000,6,AA7096C8-1371-4F44-9B1F-FADFAA8EE5E5,34907.81250891667,0.058074951171875,-0.2565460205078125,-0.946441650390625,0
2020-04-13 12:52:23.217 -1000,7,AA7096C8-1371-4F44-9B1F-FADFAA8EE5E5,34907.87219891667,0.065277099609375,-0.247283935546875,-0.9730987548828125,0
2020-04-13 12:52:23.276 -1000,8,AA7096C8-1371-4F44-9B1F-FADFAA8EE5E5,34907.93188791667,0.0590667724609375,-0.2663116455078125,-0.961456298828125,0
2020-04-13 12:52:23.336 -1000,9,AA7096C8-1371-4F44-9B1F-FADFAA8EE5E5,34907.99157791667,0.0546722412109375,-0.26336669921875,-0.92462158203125,0
2020-04-13 12:52:23.396 -1000,10,AA7096C8-1371-4F44-9B1F-FADFAA8EE5E5,34908.05126791667,0.045745849609375,-0.2662811279296875,-0.9015655517578125,0
2020-04-13 12:52:23.455 -1000,11,AA7096C8-1371-4F44-9B1F-FADFAA8EE5E5,34908.11095691667,0.0513763427734375,-0.2413482666015625,-0.9071044921875,0
2020-04-13 12:52:23.515 -1000,12,AA7096C8-1371-4F44-9B1F-FADFAA8EE5E5,34908.17064691667,0.0350494384765625,-0.2202606201171875,-0.9119415283203125,0
