loggingTime,loggingSample,identifierForVendor,accelerometerTimestamp_sinceReboot,accelerometerAccelerationX,accelerometerAccelerationY,accelerometerAccelerationZ,label
1582588493.411483,1,0,192270.3238182917,-0.0619659423828125,-0.179656982421875,-0.9412994384765625,0
1582588493.45647,2,0,192270.3817962917,0.002532958984375,-0.1812286376953125,-0.99224853515625,0
1582588493.515351,3,0,192270.4397842917,-0.065338134765625,-0.173980712890625,-1.040298461914062,0
1582588493.57556,4,0,192270.4977372917,-0.069580078125,-0.134857177734375,-1.10040283203125,0
1582588493.635613,5,0,192270.5557342917,0.5160980224609375,-0.1065826416015625,-1.237869262695312,0
1582588493.67714,6,0,192270.6137252917,0.97308349609375,-0.3481292724609375,-0.8614501953125,0
1582588493.737486,7,0,192270.6716912917,0.5850677490234375,-0.164764404296875,-1.135772705078125,0
1582588493.792355,8,0,192270.7296902917,-0.207427978515625,-0.04425048828125,-1.76531982421875,0
1582588493.879927,9,0,192270.7876782917,-0.7514801025390625,0.4180908203125,-1.645263671875,0
1582588493.908407,10,0,192270.8456652917,-0.607513427734375,0.18719482421875,-0.94403076171875,0
1582588493.966493,11,0,192270.9036212917,-0.3073883056640625,0.088409423828125,-0.533538818359375,0
1582588494.031972,12,0,192270.9616242917,0.1539306640625,0.145416259765625,-0.555816650390625,0
1582588494.085104,13,0,192271.0196042917,0.575408935546875,-0.22900390625,-0.215240478515625,0
1582588494.142154,14,0,192271.0776032917,0.677001953125,-0.4404144287109375,-0.569427490234375,0
1582588494.198359,15,0,192271.135539125,0.3887939453125,0.0374755859375,-0.4412841796875,0
1582588494.256217,16,0,192271.193525125,0.5127105712890625,-0.050018310546875,-0.9615020751953125,0
1582588494.320429,17,0,192271.251508125,0.488128662109375,-0.146148681640625,-1.395965576171875,0
1582588494.376951,18,0,192271.309492125,0.0095977783203125,0.0946807861328125,-2.144989013671875,0
1582588494.434036,19,0,192271.367464125,-0.6919708251953125,0.6573944091796875,-2.604583740234375,0
1582588494.488931,20,0,192271.425451125,-0.6431427001953125,0.3060760498046875,-1.3817138671875,0
1582588494.546536,21,0,192271.483434125,-0.415283203125,0.2266845703125,-1.061294555664062,0
1582588494.604102,22,0,192271.541418125,-0.0351409912109375,0.2420196533203125,-0.8131256103515625,0
1582588494.661698,23,0,192271.599380125,0.5161590576171875,0.069671630859375,-0.52935791015625,0
1582588494.721134,24,0,192271.657390125,0.7036590576171875,-0.3477783203125,-0.3630523681640625,0
1582588494.779625,25,0,192271.715375125,0.3662261962890625,-0.2884674072265625,-0.697845458984375,0
1582588494.840812,26,0,192271.773362125,0.23291015625,-0.4110260009765625,-1.101028442382812,0
1582588494.899753,27,0,192271.831331125,0.1897735595703125,-0.301544189453125,-1.082962036132812,0
1582588494.96086,28,0,192271.889315125,0.082244873046875,-0.3479156494140625,-0.9483489990234375,0
1582588495.019627,29,0,192271.947251125,0.0608367919921875,-0.3154144287109375,-1.009552001953125,0
1582588495.083671,30,0,192272.005222125,0.14495849609375,-0.28643798828125,-0.96966552734375,0
1582588495.140726,31,0,192272.063222125,0.0831298828125,-0.26385498046875,-0.9854583740234375,0
