loggingTime,loggingSample,identifierForVendor,accelerometerTimestamp_sinceReboot,accelerometerAccelerationX,accelerometerAccelerationY,accelerometerAccelerationZ,label
1582528320.011469,1,0,132096.27180325,-0.186614990234375,-0.096649169921875,-1.118331909179688,0
1582528320.067157,2,0,132096.32978725,-0.1414794921875,-0.15509033203125,-1.209869384765625,0
1582528320.125579,3,0,132096.38778925,-0.06494140625,-0.202667236328125,-1.201309204101562,0
1582528320.183563,4,0,132096.44577925,-0.0265045166015625,-0.258087158203125,-1.093978881835938,0
1582528320.242041,5,0,132096.50377325,-0.0619964599609375,-0.159515380859375,-1.244155883789062,0
1582528320.302193,6,0,132096.56168025,-0.0310821533203125,-0.216033935546875,-1.383697509765625,0
1582528320.360132,7,0,132096.61970025,0.008575439453125,-0.2034149169921875,-1.374908447265625,0
1582528320.417658,8,0,132096.67769725,0.0752410888671875,-0.408355712890625,-1.058151245117188,0
1582528320.478313,9,0,132096.73569225,-0.0157623291015625,-0.2529449462890625,-0.6868438720703125,0
1582528320.533196,10,0,132096.79368625,0.0467529296875,-0.207733154296875,-0.5842132568359375,0
1582528320.601134,11,0,132096.85166625,0.0436859130859375,-0.1752777099609375,-0.339599609375,0
1582528320.650559,12,0,132096.90966925,0.003204345703125,-0.2577362060546875,-0.44232177734375,0
1582528320.70962,13,0,132096.96766725,-0.0811614990234375,-0.2730712890625,-0.386871337890625,0
1582528320.77215,14,0,132097.02564625,-0.0892181396484375,-0.3314208984375,-0.6032867431640625,0
1582528320.832607,15,0,132097.08365825,-0.176177978515625,-0.1548919677734375,-0.467987060546875,0
1582528320.891924,16,0,132097.14165625,-0.058013916015625,-0.161468505859375,-0.8232421875,0
1582528320.949703,17,0,132097.19958825,-0.12054443359375,-0.0162506103515625,-0.819183349609375,0
1582528321.014038,18,0,132097.25760225,0.0479583740234375,-0.13800048828125,-1.670379638671875,0
1582528321.07381,19,0,132097.31560525,-0.1376495361328125,0.2003173828125,-1.714340209960938,0
1582528321.13301,20,0,132097.37360725,0.009521484375,-0.0284881591796875,-1.63409423828125,0
1582528321.190741,21,0,132097.43160725,0.0525970458984375,-0.1150360107421875,-1.311019897460938,0
1582528321.25194,22,0,132097.48958825,-0.0631256103515625,-0.047088623046875,-1.126113891601562,0
1582528321.31059,23,0,132097.54757125,-0.127349853515625,-0.0673980712890625,-0.956298828125,0
1582528321.348458,24,0,132097.60557825,-0.1732330322265625,-0.0438995361328125,-0.9264373779296875,0
1582528321.408647,25,0,132097.66357925,-0.1955108642578125,-0.1107025146484375,-0.894744873046875,0
1582528321.462979,26,0,132097.72157325,-0.17730712890625,-0.0723419189453125,-1.011459350585938,0
1582528321.528362,27,0,132097.77953525,-0.097686767578125,-0.043853759765625,-1.05010986328125,0
