loggingTime,loggingSample,identifierForVendor,accelerometerTimestamp_sinceReboot,accelerometerAccelerationX,accelerometerAccelerationY,accelerometerAccelerationZ,label
1582588646.58438,1,0,192423.4960876667,0.1618194580078125,-0.3693084716796875,-0.7574462890625,0
1582588646.640041,2,0,192423.5540486667,0.2689056396484375,-0.352081298828125,-0.8354034423828125,0
1582588646.697741,3,0,192423.6120486667,0.3945770263671875,-0.29119873046875,-0.7531585693359375,0
1582588646.759241,4,0,192423.6700236667,0.484527587890625,-0.2818450927734375,-0.934783935546875,0
1582588646.816874,5,0,192423.7279986667,0.3826446533203125,-0.3654632568359375,-1.303359985351562,0
1582588646.884582,6,0,192423.7859746667,-0.116119384765625,-0.2281951904296875,-1.72967529296875,0
1582588646.912532,7,0,192423.8439246667,-0.4866485595703125,-0.28961181640625,-1.455352783203125,0
1582588646.974162,8,0,192423.9018986667,-0.7681427001953125,-0.09393310546875,-1.0286865234375,0
1582588647.028748,9,0,192423.9599016667,-0.3801422119140625,-0.2497406005859375,-0.640380859375,0
1582588647.086771,10,0,192424.0178786667,-0.0435638427734375,-0.2331390380859375,-0.5069580078125,0
1582588647.144482,11,0,192424.0758566667,0.094512939453125,-0.036224365234375,-0.3022308349609375,0
1582588647.202215,12,0,192424.1338256667,0.3921661376953125,-0.1421966552734375,-0.453338623046875,0
1582588647.269262,13,0,192424.1918016667,0.41583251953125,-0.204071044921875,-0.4138031005859375,0
1582588647.318344,14,0,192424.2497986667,0.6202392578125,-0.1874542236328125,-0.8254241943359375,0
1582588647.378835,15,0,192424.3077806667,0.661865234375,-0.2015838623046875,-1.33721923828125,0
1582588647.435506,16,0,192424.3657606667,0.4458465576171875,-0.093292236328125,-1.733139038085938,0
1582588647.494253,17,0,192424.4237456667,-0.105987548828125,-0.0150299072265625,-1.809097290039062,0
1582588647.553364,18,0,192424.4817146667,-0.401763916015625,-0.1070098876953125,-1.718948364257812,0
1582588647.609728,19,0,192424.5397086667,-0.5266571044921875,-0.2171173095703125,-1.591232299804688,0
1582588647.669487,20,0,192424.5976876667,-0.2823028564453125,-0.263580322265625,-1.341140747070312,0
1582588647.729421,21,0,192424.6556686667,-0.0845184326171875,-0.3341064453125,-1.043746948242188,0
1582588647.781811,22,0,192424.7136346667,-0.0654449462890625,-0.0702667236328125,-0.8175048828125,0
1582588647.841137,23,0,192424.7716176667,0.171905517578125,0.031463623046875,-0.461090087890625,0
1582588647.900772,24,0,192424.8296026667,0.6481475830078125,-0.3098907470703125,-0.2784576416015625,0
1582588647.961973,25,0,192424.8875896667,0.62762451171875,-0.2711944580078125,-0.558135986328125,0
1582588648.022036,26,0,192424.9455486667,0.4123687744140625,-0.3907318115234375,-0.8665313720703125,0
1582588648.08464,27,0,192425.0035546667,0.33270263671875,-0.429412841796875,-1.003372192382812,0
1582588648.140671,28,0,192425.0615306667,0.231414794921875,-0.47247314453125,-1.015182495117188,0
1582588648.197932,29,0,192425.1195106667,0.1546478271484375,-0.39544677734375,-1.028671264648438,0
1582588648.259995,30,0,192425.1774706667,0.198577880859375,-0.4410858154296875,-0.9544830322265625,0
1582588648.318913,31,0,192425.2354426667,0.11053466796875,-0.3982086181640625,-0.926177978515625,0
1582588648.379741,32,0,192425.2934436667,0.114593505859375,-0.351654052734375,-0.790771484375,0
