loggingTime,loggingSample,identifierForVendor,accelerometerTimestamp_sinceReboot,accelerometerAccelerationX,accelerometerAccelerationY,accelerometerAccelerationZ,label
1582528848.602851,1,0,132624.8363535,0.025115966796875,-0.44683837890625,-0.8452606201171875,0
1582528848.622014,2,0,132624.8943355,-0.067840576171875,-0.40948486328125,-0.79931640625,0
1582528848.680287,3,0,132624.9523365,-0.1504669189453125,-0.4248199462890625,-0.736724853515625,0
1582528848.738188,4,0,132625.0103315,-0.2232513427734375,-0.2134552001953125,-0.6118316650390625,0
1582528848.801799,5,0,132625.0683225,0.0096893310546875,-0.21063232421875,-0.75958251953125,0
1582528848.854264,6,0,132625.1263235,0.147491455078125,-0.2492828369140625,-0.6786651611328125,0
1582528848.925539,7,0,132625.1843145,0.149322509765625,-0.0406646728515625,-0.8215484619140625,0
1582528848.96978,8,0,132625.2422985,0.107147216796875,-0.1315765380859375,-1.064895629882812,0
1582528849.02949,9,0,132625.3002345,0.3062286376953125,-0.2198638916015625,-1.14642333984375,0
1582528849.088854,10,0,132625.3582285,0.3285980224609375,-0.217376708984375,-1.263992309570312,0
1582528849.14907,11,0,132625.4162295,0.306671142578125,-0.1514434814453125,-1.506240844726562,0
1582528849.203987,12,0,132625.4742215,0.0912017822265625,-0.0514678955078125,-1.272598266601562,0
1582528849.262061,13,0,132625.5322115,-0.0264434814453125,-0.28277587890625,-1.298919677734375,0
1582528849.31947,14,0,132625.5901865,-0.23211669921875,-0.0103912353515625,-1.28289794921875,0
1582528849.377665,15,0,132625.6481925,-0.2836151123046875,-0.0557098388671875,-1.076644897460938,0
1582528849.435922,16,0,132625.7061915,-0.2074127197265625,-0.065155029296875,-0.9860382080078125,0
1582528849.494354,17,0,132625.7641625,-0.085723876953125,-0.060455322265625,-0.9313507080078125,0
1582528849.553356,18,0,132625.8221865,0.0246124267578125,-0.15704345703125,-0.9131011962890625,0
1582528849.619242,19,0,132625.8801625,0.04052734375,-0.1461639404296875,-0.91754150390625,0
1582528849.668032,20,0,132625.9381795,0.071502685546875,-0.1659698486328125,-1.018417358398438,0
