loggingTime,loggingSample,identifierForVendor,accelerometerTimestamp_sinceReboot,accelerometerAccelerationX,accelerometerAccelerationY,accelerometerAccelerationZ,label
1582527712.077209,1,0,131488.3061730417,0.0126190185546875,-0.3453521728515625,-0.9407196044921875,0
1582527712.110213,2,0,131488.3641760417,0.0283660888671875,-0.3378448486328125,-0.954071044921875,0
1582527712.174147,3,0,131488.4222150417,0.0738525390625,-0.3769683837890625,-0.8617401123046875,0
1582527712.234309,4,0,131488.4802070417,0.1567535400390625,-0.3715362548828125,-0.92413330078125,0
1582527712.282602,5,0,131488.5382550417,0.3085479736328125,-0.33575439453125,-0.8069305419921875,0
1582527712.340492,6,0,131488.5962800417,0.3204193115234375,-0.3713836669921875,-0.79730224609375,0
1582527712.398695,7,0,131488.6542960417,0.11529541015625,-0.212432861328125,-0.6110076904296875,0
1582527712.456629,8,0,131488.7123190417,-0.014251708984375,-0.077362060546875,-0.5137786865234375,0
1582527712.515709,9,0,131488.7703300417,-0.09588623046875,-0.2663421630859375,-0.5420379638671875,0
1582527712.577525,10,0,131488.8283500417,-0.24560546875,-0.17047119140625,-0.8185882568359375,0
1582527712.630969,11,0,131488.8863750417,-0.343536376953125,-0.0391387939453125,-0.7913818359375,0
1582527712.688682,12,0,131488.9443970417,-0.5025177001953125,0.191619873046875,-1.31451416015625,0
1582527712.746725,13,0,131489.0024180417,-0.021697998046875,-0.0823822021484375,-1.976165771484375,0
1582527712.80788,14,0,131489.060351375,0.0982513427734375,0.13330078125,-1.94903564453125,0
1582527712.863909,15,0,131489.118354375,0.4444122314453125,0.0087890625,-1.647415161132812,0
1582527712.922576,16,0,131489.176387375,0.4785919189453125,-0.07257080078125,-1.171646118164062,0
1582527712.97841,17,0,131489.234397375,0.0960540771484375,0.0318450927734375,-0.7259368896484375,0
1582527713.040055,18,0,131489.292413375,0.1332244873046875,-0.0994873046875,-0.8468475341796875,0
1582527713.094715,19,0,131489.350442375,0.037841796875,-0.0803680419921875,-0.833099365234375,0
1582527713.157966,20,0,131489.408454375,0.0433807373046875,-0.177764892578125,-0.9661712646484375,0
1582527713.213206,21,0,131489.466454375,-0.05377197265625,-0.0557708740234375,-0.928680419921875,0
1582527713.274963,22,0,131489.524476375,-0.1214141845703125,-0.0364837646484375,-0.946014404296875,0
1582527713.33554,23,0,131489.582490375,-0.098114013671875,-0.1074676513671875,-1.122329711914062,0
