loggingTime,loggingSample,label,accelerometerAccelerationX,accelerometerAccelerationY,accelerometerAccelerationZ
1582437858,1,0,0.024291992,-0.09425354,-0.964675903
1582437858,2,0,0.058624268,-0.103622437,-1.023590088
1582437858,3,0,0.018249512,-0.076660156,-0.967514038
1582437858,4,0,-0.031036377,-0.101364136,-1.143707275
1582437858,5,0,0.023086548,-0.04598999,-1.242370605
1582437858,6,0,-0.011535645,-0.146026611,-1.209945679
1582437858,7,0,-0.048873901,-0.176208496,-1.502502441
1582437858,8,0,0.081741333,-0.162139893,-1.397491455
1582437858,9,0,0.046279907,-0.167938232,-1.18371582
1582437858,10,0,0.105819702,-0.107894897,-0.937591553
1582437858,11,0,0.12739563,0.009033203,-0.662582397
1582437858,12,0,0.16696167,-0.093032837,-0.50881958
1582437859,13,0,0.106216431,-0.224761963,-0.611679077
1582437859,14,0,0.048126221,-0.35635376,-0.609695435
1582437859,15,0,0.051376343,-0.332824707,-0.720184326
1582437859,16,0,0.012588501,-0.304336548,-0.832473755
1582437859,17,0,-0.044570923,-0.239318848,-0.809127808
1582437859,18,0,-0.041824341,-0.172775269,-0.6743927
1582437859,19,0,0.008041382,-0.205291748,-0.571365356
1582437859,20,0,0.169158936,-0.165100098,-1.044540405
1582437859,21,0,0.145385742,-0.260406494,-1.640777588
1582437859,22,0,0.062744141,-0.327453613,-1.498092651
1582437859,23,0,0.129714966,-0.286834717,-1.322219849
1582437859,24,0,0.088821411,-0.293106079,-1.212875366
1582437859,25,0,-0.006088257,-0.191116333,-0.85218811
1582437859,26,0,0.112136841,-0.133422852,-1.0052948
1582437859,27,0,0.07244873,-0.183380127,-0.969238281
1582437859,28,0,0.067062378,-0.230361938,-0.99130249
1582437859,29,0,0.010772705,-0.218856812,-0.98210144
1582437859,30,0,0.052215576,-0.198928833,-1.067428589
