loggingTime,loggingSample,identifierForVendor,accelerometerTimestamp_sinceReboot,accelerometerAccelerationX,accelerometerAccelerationY,accelerometerAccelerationZ,label
1582528292.419767,1,0,132068.66554775,-0.0096435546875,-0.166107177734375,-1.133453369140625,0
1582528292.465296,2,0,132068.72353175,0.00054931640625,-0.1181488037109375,-1.163604736328125,0
1582528292.533419,3,0,132068.78155775,-0.03173828125,-0.165435791015625,-1.212249755859375,0
1582528292.581167,4,0,132068.83952875,-0.0444488525390625,-0.2258453369140625,-1.303741455078125,0
1582528292.641882,5,0,132068.89752775,-0.0922088623046875,-0.2617340087890625,-1.409652709960938,0
1582528292.699573,6,0,132068.95555775,-0.0273284912109375,-0.213226318359375,-1.374099731445312,0
1582528292.75869,7,0,132069.01353975,-0.016571044921875,-0.158294677734375,-1.20416259765625,0
1582528292.8155,8,0,132069.07154675,-0.0105743408203125,-0.231475830078125,-0.810333251953125,0
1582528292.871561,9,0,132069.129512,-0.12921142578125,-0.0301971435546875,-0.4221954345703125,0
1582528292.933061,10,0,132069.187514,-0.0522003173828125,-0.158203125,-0.3678741455078125,0
1582528292.993375,11,0,132069.245511,0.064849853515625,-0.1407623291015625,-0.57928466796875,0
1582528293.056728,12,0,132069.303494,0.034149169921875,-0.23187255859375,-0.2343597412109375,0
1582528293.109952,13,0,132069.361499,-0.0623779296875,-0.125518798828125,-0.479034423828125,0
1582528293.170007,14,0,132069.419513,0.0057373046875,-0.20904541015625,-0.6570281982421875,0
1582528293.232306,15,0,132069.477511,0.09722900390625,-0.1428375244140625,-1.26153564453125,0
1582528293.292681,16,0,132069.53551,0.1251373291015625,-0.17938232421875,-1.550125122070312,0
1582528293.352504,17,0,132069.593506,0.022857666015625,0.0330047607421875,-1.596435546875,0
1582528293.413505,18,0,132069.651513,0.0568695068359375,-0.103363037109375,-1.370697021484375,0
1582528293.451775,19,0,132069.709511,-0.056640625,-0.0766448974609375,-1.07049560546875,0
1582528293.511249,20,0,132069.767487,-0.06597900390625,-0.0481414794921875,-0.9879150390625,0
1582528293.571774,21,0,132069.825509,-0.051116943359375,-0.0670623779296875,-0.94757080078125,0
1582528293.653442,22,0,132069.883504,-0.06414794921875,-0.051422119140625,-0.9936676025390625,0
1582528293.685213,23,0,132069.941522,-0.0908355712890625,-0.0626068115234375,-0.986602783203125,0
