loggingTime,loggingSample,label,accelerometerAccelerationX,accelerometerAccelerationY,accelerometerAccelerationZ
1582437860,31,1,0.094345093,-0.224029541,-1.012527466
1582437860,32,1,0.046310425,-0.187103271,-0.968688965
1582437860,33,1,0.062515259,-0.181610107,-1.013519287
1582437860,34,1,0.06930542,-0.18196106,-1.008773804
1582437860,35,1,0.064651489,-0.193313599,-0.975387573
1582437860,36,1,0.089675903,-0.164169312,-1.062591553
1582437860,37,1,0.085083008,-0.165039063,-1.013031006
1582437860,38,1,0.106948853,-0.147491455,-1.035583496
1582437860,39,1,0.073059082,-0.175292969,-0.962356567
1582437860,40,1,0.04510498,-0.157089233,-1.215652466
1582437860,41,1,0.059585571,-0.160461426,-1.566070557
1582437860,42,1,0.053451538,-0.091430664,-1.527008057
1582437860,43,1,0.092208862,-0.040481567,-1.310684204
1582437860,44,1,0.048843384,-0.136764526,-1.00944519
1582437860,45,1,0.11227417,-0.110321045,-0.757720947
1582437860,46,1,0.164932251,-0.136245728,-0.496810913
1582437860,47,1,0.077514648,-0.199935913,-0.502532959
1582437861,48,1,-0.029815674,-0.266052246,-0.661621094
1582437861,49,1,0.098251343,-0.273513794,-0.766708374
1582437861,50,1,0.009918213,-0.283996582,-0.763763428
1582437861,51,1,0.032119751,-0.188369751,-0.660766602
1582437861,52,1,0.205078125,-0.188796997,-0.475463867
1582437861,53,1,0.214157104,-0.145584106,-0.602798462
1582437861,54,1,-0.00630188,-0.309661865,-1.00831604
1582437861,55,1,0.028289795,-0.231994629,-1.563262939
1582437861,56,1,0.086669922,-0.15032959,-1.781005859
1582437861,57,1,0.092697144,-0.056594849,-1.397537231
1582437861,58,1,0.058044434,-0.114990234,-1.130111694
1582437861,59,1,0.081954956,-0.165588379,-1.102615356
1582437861,60,1,-0.018829346,-0.139343262,-0.850692749
1582437861,61,1,0.055923462,-0.077316284,-0.944976807
1582437861,62,1,0.022857666,-0.11769104,-1.005310059
1582437861,63,1,-0.010604858,-0.12701416,-1.054107666
1582437861,64,1,-0.010910034,-0.141067505,-1.04826355
1582437862,65,1,0.02255249,-0.156478882,-1.006011963
1582437862,66,1,0.024307251,-0.132919312,-0.989562988
1582437862,67,1,-0.01763916,-0.150985718,-0.998260498
1582437862,68,1,0.031997681,-0.129898071,-1.06690979
1582437862,69,1,0.000167847,-0.140487671,-1.033325195
1582437862,70,1,0.058288574,-0.13067627,-1.022018433
1582437862,71,1,0.027206421,-0.151351929,-0.993667603
1582437862,72,1,0.050292969,-0.122406006,-1.027313232
1582437862,73,1,0.018157959,-0.138427734,-1.00944519
