loggingTime,loggingSample,identifierForVendor,accelerometerTimestamp_sinceReboot,accelerometerAccelerationX,accelerometerAccelerationY,accelerometerAccelerationZ,label
1582528840.360176,1,0,132616.6009295417,-0.074310302734375,-0.3198089599609375,-0.8574371337890625,0
1582528840.390782,2,0,132616.6589365417,-0.2187347412109375,-0.260955810546875,-0.815185546875,0
1582528840.448657,3,0,132616.7169325417,-0.16253662109375,-0.2433319091796875,-0.760284423828125,0
1582528840.506667,4,0,132616.7749265417,0.0820770263671875,-0.18951416015625,-0.8459930419921875,0
1582528840.566171,5,0,132616.8329015417,0.1115570068359375,-0.1391143798828125,-0.6717681884765625,0
1582528840.625943,6,0,132616.8909145417,0.2295684814453125,-0.1357269287109375,-0.5752105712890625,0
1582528840.680904,7,0,132616.9489155417,0.285308837890625,-0.109039306640625,-0.84490966796875,0
1582528840.738806,8,0,132617.0069095417,0.6279449462890625,-0.3976287841796875,-1.117446899414062,0
1582528840.796612,9,0,132617.0649125417,0.473785400390625,-0.3201751708984375,-1.2244873046875,0
1582528840.859217,10,0,132617.1229085417,0.2037200927734375,-0.1529388427734375,-1.496490478515625,0
1582528840.919193,11,0,132617.1809045417,0.0987091064453125,-0.08404541015625,-1.574905395507812,0
1582528840.971482,12,0,132617.2388915417,-0.1522369384765625,-0.0864410400390625,-1.198440551757812,0
1582528841.02835,13,0,132617.2968595417,-0.3167724609375,-0.026336669921875,-1.1558837890625,0
1582528841.087464,14,0,132617.3548825417,-0.212005615234375,-0.087799072265625,-0.9619140625,0
1582528841.148649,15,0,132617.4128885417,-0.0882720947265625,-0.1568756103515625,-1.0126953125,0
1582528841.215414,16,0,132617.4708885417,-0.04248046875,-0.1417236328125,-0.9264068603515625,0
1582528841.270725,17,0,132617.5288845417,-0.016693115234375,-0.1629638671875,-0.9271240234375,0
1582528841.326798,18,0,132617.5868845417,0.0394744873046875,-0.1705169677734375,-0.979705810546875,0
1582528841.391525,19,0,132617.6448025417,0.0341949462890625,-0.1540679931640625,-0.890594482421875,0
1582528841.44717,20,0,132617.7028185417,0.04071044921875,-0.19659423828125,-1.041015625,0
