loggingTime,loggingSample,identifierForVendor,accelerometerTimestamp_sinceReboot,accelerometerAccelerationX,accelerometerAccelerationY,accelerometerAccelerationZ,label
1582531469.206525,1,0,135245.448332125,0.2608795166015625,-0.3468780517578125,-1.237152099609375,0
1582531469.239629,2,0,135245.506305125,0.20953369140625,-0.256805419921875,-1.207870483398438,0
1582531469.274429,3,0,135245.564315125,0.2865447998046875,-0.3390960693359375,-0.89996337890625,0
1582531469.333634,4,0,135245.622305125,-0.0733489990234375,-0.131622314453125,-0.4530181884765625,0
1582531469.395049,5,0,135245.680291125,-0.0822296142578125,-0.29296875,-0.476318359375,0
1582531469.448212,6,0,135245.738269125,-0.2155609130859375,-0.069305419921875,-0.4956512451171875,0
1582531469.506887,7,0,135245.796253125,-0.3639678955078125,-0.041412353515625,-0.4300079345703125,0
1582531469.569922,8,0,135245.854264125,-0.0670013427734375,-0.036590576171875,-0.8651885986328125,0
1582531469.622282,9,0,135245.912265125,-0.15460205078125,0.18218994140625,-0.9542999267578125,0
1582531469.680292,10,0,135245.970252125,0.1719970703125,-0.0758056640625,-1.471023559570312,0
1582531469.745992,11,0,135246.028244125,0.3685760498046875,0.01025390625,-1.774826049804688,0
1582531469.796011,12,0,135246.086220125,0.4297027587890625,-0.086151123046875,-1.589431762695312,0
1582531469.854315,13,0,135246.144233125,0.5647735595703125,-0.0950927734375,-1.684600830078125,0
1582531469.911082,14,0,135246.202208125,0.4989166259765625,-0.0080413818359375,-1.479156494140625,0
1582531469.973609,15,0,135246.260208125,0.2982635498046875,0.055938720703125,-1.339431762695312,0
1582531470.031076,16,0,135246.318222125,-0.0430450439453125,0.2383575439453125,-0.915374755859375,0
1582531470.093135,17,0,135246.376195125,-0.3425140380859375,0.21875,-0.66754150390625,0
1582531470.145354,18,0,135246.434186125,-0.39129638671875,0.0806427001953125,-0.67987060546875,0
1582531470.202141,19,0,135246.492184125,-0.4630584716796875,0.0013275146484375,-0.66278076171875,0
1582531470.263157,20,0,135246.550168125,-0.559478759765625,0.0285186767578125,-0.8580474853515625,0
1582531470.319035,21,0,135246.608159125,-0.455657958984375,0.0632476806640625,-1.12615966796875,0
1582531470.379935,22,0,135246.666147125,-0.1714019775390625,0.0447845458984375,-1.119796752929688,0
1582531470.438923,23,0,135246.724143125,0.2019500732421875,-0.101348876953125,-1.142333984375,0
1582531470.499097,24,0,135246.782144125,0.3552398681640625,-0.16522216796875,-1.069137573242188,0
1582531470.558975,25,0,135246.840135125,0.449005126953125,-0.2265167236328125,-1.143783569335938,0
1582531470.62104,26,0,135246.898126125,0.229461669921875,-0.08087158203125,-0.9445648193359375,0
1582531470.679038,27,0,135246.956119125,0.2068634033203125,-0.15179443359375,-0.9622039794921875,0
1582531470.738951,28,0,135247.014082125,0.13262939453125,-0.1434326171875,-0.9938812255859375,0
1582531470.797619,29,0,135247.072109125,0.028350830078125,-0.0973968505859375,-0.9373931884765625,0
1582531470.866097,30,0,135247.130084125,0.0209808349609375,-0.1925201416015625,-0.9501800537109375,0
1582531470.917545,31,0,135247.188089125,-0.004058837890625,-0.22760009765625,-0.972412109375,0
1582531470.979443,32,0,135247.246089125,-0.06317138671875,-0.1183013916015625,-1.029830932617188,0
